Chi-squared (1502.05703),M_dm,~chi_10 (MASS),M1 (MSOFT),M2 (MSOFT),tanbeta (HMIX),mu (HMIX),\Omega_{\chi}h^2,\sigma_{SI proton} (pb),\sigma_v (Km/s),At (Yd),MA (HMIX),M_q3L (MSOFT)
Chi-squared (1502.05703),Dark matter mass (Gev),Neutralino mass (GeV),Bino mass (GeV),Wino mass (GeV),tan \beta,Higgsino mass (GeV),Relic density,Spin independent cross section,\sigma_v (Km/s),Trilinear coupling top (GeV),Pseudoscalar Higgs mass (GeV),Left handed 3rd generation squark mass (GeV)
Statistic,Observable,Particle,Model parameter,Model parameter,Model parameter,Model parameter,Observable,Observable,Observable,Model parameter,Model parameter,Model parameter
30,8.62E+01,8.62E+01,-1.08E+02,4.06E+02,2.20E+01,1.12E+02,0.105369213,1.03523E-09,8.52E-27,3.48E+03,7.12E+02,-2.60E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.71E+02,2.34E+01,1.12E+02,0.101462153,7.16796E-10,8.69E-27,3.54E+03,6.77E+02,-2.65E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.34E+02,2.94E+01,1.10E+02,8.29E-02,9.48893E-10,1.12E-26,2.64E+03,1.31E+03,-8.80E+02
30,8.62E+01,8.62E+01,-1.07E+02,3.44E+02,2.07E+01,1.12E+02,9.62E-02,1.11894E-09,8.88E-27,-1.70E+03,6.86E+02,1.82E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.30E+02,2.75E+01,1.12E+02,9.00E-02,7.66726E-10,9.34E-27,-1.77E+03,7.18E+02,1.83E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.09E+02,2.69E+01,1.12E+02,0.103037991,4.75945E-10,8.82E-27,3.32E+03,6.62E+02,-2.84E+03
31,8.62E+01,8.62E+01,-1.07E+02,3.18E+02,2.90E+01,1.13E+02,0.102257617,7.33449E-10,8.15E-27,3.42E+03,7.57E+02,-2.55E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.78E+02,2.08E+01,1.12E+02,0.102831253,1.24946E-10,8.52E-27,3.88E+03,5.27E+02,-3.00E+03
30,8.62E+01,8.62E+01,-1.10E+02,4.32E+02,4.08E+01,1.10E+02,8.12E-02,9.48284E-10,1.15E-26,2.68E+03,1.27E+03,-9.01E+02
30,8.62E+01,8.62E+01,-1.11E+02,4.35E+02,2.88E+01,1.10E+02,8.32E-02,4.10814E-10,1.10E-26,3.50E+03,6.84E+02,-2.65E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.15E+02,2.46E+01,1.12E+02,0.105789111,2.29003E-10,8.57E-27,3.42E+03,5.88E+02,-2.79E+03
31,8.62E+01,8.62E+01,-1.08E+02,4.16E+02,2.53E+01,1.13E+02,0.110869474,8.00096E-10,8.25E-27,-1.74E+03,6.65E+02,1.82E+03
31,8.61E+01,8.61E+01,-1.07E+02,2.99E+02,2.92E+01,1.13E+02,9.90E-02,1.65854E-10,8.03E-27,3.56E+03,6.33E+02,-2.68E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.60E+02,1.71E+01,1.12E+02,9.91E-02,5.60091E-10,8.58E-27,3.31E+03,5.63E+02,-2.84E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.57E+02,2.25E+01,1.12E+02,9.05E-02,4.04381E-10,9.52E-27,-1.79E+03,5.84E+02,1.82E+03
31,8.62E+01,8.62E+01,-1.08E+02,3.65E+02,1.62E+01,1.11E+02,8.54E-02,9.89897E-10,9.82E-27,3.41E+03,6.57E+02,-2.92E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.48E+02,1.71E+01,1.12E+02,9.53E-02,7.91395E-10,8.77E-27,3.43E+03,6.14E+02,-2.87E+03
31,8.62E+01,8.62E+01,-1.06E+02,3.44E+02,1.46E+01,1.12E+02,9.90E-02,6.13491E-10,8.30E-27,3.48E+03,5.43E+02,-2.96E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.58E+02,2.09E+01,1.11E+02,8.86E-02,3.47305E-10,9.59E-27,3.35E+03,5.78E+02,-2.76E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.06E+02,2.24E+01,1.12E+02,0.108249147,1.3328E-10,8.29E-27,3.67E+03,5.46E+02,-2.68E+03
31,8.62E+01,8.62E+01,-1.08E+02,4.43E+02,2.75E+01,1.13E+02,0.114457057,9.03668E-10,8.07E-27,-1.81E+03,7.05E+02,1.83E+03
30,8.62E+01,8.62E+01,-1.11E+02,4.53E+02,2.65E+01,1.10E+02,8.25E-02,5.23272E-10,1.12E-26,3.48E+03,6.84E+02,-2.65E+03
31,8.62E+01,8.62E+01,-1.07E+02,3.21E+02,1.95E+01,1.13E+02,9.93E-02,3.79131E-10,8.17E-27,3.39E+03,5.67E+02,-2.90E+03
30,8.62E+01,8.62E+01,-1.08E+02,4.05E+02,2.29E+01,1.12E+02,0.103967785,8.94738E-10,8.68E-27,3.47E+03,6.97E+02,-2.65E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.05E+02,2.07E+01,1.13E+02,9.54E-02,1.16575E-10,8.18E-27,4.04E+03,5.30E+02,-3.06E+03
31,8.62E+01,8.62E+01,-1.07E+02,4.62E+02,2.74E+01,1.13E+02,0.1127115,1.25998E-09,8.32E-27,2.54E+03,1.28E+03,-8.74E+02
30,8.61E+01,8.61E+01,-1.08E+02,4.62E+02,2.82E+01,1.13E+02,0.110088626,6.3128E-10,8.44E-27,-1.69E+03,6.70E+02,1.79E+03
31,8.62E+01,8.62E+01,-1.09E+02,3.70E+02,2.30E+01,1.11E+02,8.53E-02,4.27452E-10,1.01E-26,3.59E+03,6.25E+02,-2.77E+03
31,8.62E+01,8.62E+01,-1.06E+02,4.48E+02,3.05E+01,1.14E+02,0.116981782,9.49012E-10,7.98E-27,2.49E+03,1.26E+03,-8.69E+02
30,8.62E+01,8.62E+01,-1.09E+02,3.83E+02,4.34E+01,1.11E+02,8.51E-02,9.72928E-10,1.06E-26,2.66E+03,1.30E+03,-9.02E+02
31,8.62E+01,8.62E+01,-1.07E+02,3.20E+02,2.44E+01,1.13E+02,9.86E-02,9.15521E-10,8.34E-27,3.27E+03,7.38E+02,-2.77E+03
30,8.61E+01,8.61E+01,-1.07E+02,3.55E+02,2.13E+01,1.13E+02,0.101766386,1.44048E-10,8.47E-27,-1.49E+03,5.16E+02,1.78E+03
30,8.62E+01,8.62E+01,-1.07E+02,3.42E+02,1.86E+01,1.12E+02,9.85E-02,1.09004E-09,8.50E-27,3.42E+03,6.95E+02,-2.73E+03
31,8.62E+01,8.62E+01,-1.07E+02,3.91E+02,1.79E+01,1.13E+02,0.109556916,1.26157E-09,8.11E-27,-1.74E+03,6.45E+02,1.83E+03
31,8.62E+01,8.62E+01,-1.09E+02,3.67E+02,2.13E+01,1.11E+02,8.32E-02,5.02735E-10,1.03E-26,-1.69E+03,5.91E+02,1.82E+03
31,8.62E+01,8.62E+01,-1.10E+02,4.18E+02,2.73E+01,1.10E+02,8.14E-02,7.52607E-10,1.11E-26,-1.82E+03,7.13E+02,1.84E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.74E+02,2.69E+01,1.13E+02,0.111235235,7.00213E-10,8.02E-27,-1.76E+03,6.72E+02,1.80E+03
31,8.62E+01,8.62E+01,-1.08E+02,3.44E+02,1.96E+01,1.11E+02,8.91E-02,7.76274E-10,9.31E-27,3.55E+03,6.58E+02,-2.67E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.50E+02,2.54E+01,1.11E+02,8.86E-02,2.28549E-10,9.61E-27,-1.52E+03,5.79E+02,1.88E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.53E+02,2.83E+01,1.13E+02,0.109018083,7.47378E-10,8.49E-27,-1.74E+03,6.91E+02,1.81E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.37E+02,2.88E+01,1.13E+02,0.101025689,5.62222E-10,8.50E-27,-1.74E+03,6.79E+02,1.79E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.23E+02,2.08E+01,1.12E+02,8.98E-02,3.47275E-10,8.99E-27,-1.71E+03,5.56E+02,1.89E+03
30,8.61E+01,8.61E+01,-1.07E+02,3.19E+02,2.73E+01,1.13E+02,9.75E-02,4.70074E-10,8.49E-27,-1.61E+03,6.49E+02,1.82E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.41E+02,2.94E+01,1.11E+02,8.59E-02,4.78874E-10,9.81E-27,-1.75E+03,6.81E+02,1.82E+03
31,8.62E+01,8.62E+01,-1.07E+02,3.69E+02,3.90E+01,1.13E+02,0.107763448,5.22052E-10,8.39E-27,2.57E+03,1.24E+03,-8.79E+02
31,8.61E+01,8.61E+01,-1.10E+02,3.69E+02,2.67E+01,1.10E+02,8.27E-02,1.19061E-10,1.04E-26,3.66E+03,5.91E+02,-2.70E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.49E+02,2.64E+01,1.11E+02,8.49E-02,3.51021E-10,9.89E-27,3.31E+03,6.45E+02,-2.81E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.68E+02,3.62E+01,1.12E+02,0.101080846,3.12943E-10,8.77E-27,3.46E+03,7.34E+02,-2.56E+03
31,8.62E+01,8.62E+01,-1.11E+02,4.48E+02,3.04E+01,1.09E+02,8.01E-02,3.8568E-10,1.14E-26,3.48E+03,6.98E+02,-2.64E+03
30,8.61E+01,8.61E+01,-1.10E+02,3.96E+02,3.36E+01,1.10E+02,8.60E-02,2.64727E-10,1.04E-26,3.55E+03,7.00E+02,-2.68E+03
31,8.62E+01,8.62E+01,-1.08E+02,3.22E+02,3.95E+01,1.12E+02,8.58E-02,1.10976E-09,9.68E-27,2.70E+03,1.17E+03,-9.58E+02
31,8.61E+01,8.61E+01,-1.07E+02,3.73E+02,2.10E+01,1.12E+02,0.1047974,3.74299E-10,8.30E-27,3.31E+03,5.76E+02,-2.85E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.73E+02,2.28E+01,1.12E+02,9.84E-02,2.51471E-10,8.84E-27,3.37E+03,5.75E+02,-2.83E+03
30,8.62E+01,8.62E+01,-1.10E+02,4.42E+02,3.08E+01,1.10E+02,8.06E-02,5.64476E-10,1.15E-26,2.63E+03,1.32E+03,-8.70E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.55E+02,1.84E+01,1.11E+02,8.92E-02,4.30211E-10,9.35E-27,3.60E+03,5.67E+02,-2.77E+03
30,8.62E+01,8.62E+01,-1.09E+02,3.87E+02,2.28E+01,1.10E+02,8.64E-02,7.01633E-10,1.01E-26,3.51E+03,6.80E+02,-2.70E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.12E+02,1.99E+01,1.13E+02,9.89E-02,6.40937E-10,8.02E-27,3.66E+03,6.30E+02,-2.67E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.61E+02,2.98E+01,1.11E+02,8.76E-02,9.01031E-10,9.98E-27,2.62E+03,1.17E+03,-8.97E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.34E+02,2.24E+01,1.12E+02,9.67E-02,5.35175E-10,8.57E-27,3.41E+03,6.34E+02,-2.82E+03
30,8.60E+01,8.60E+01,-1.07E+02,3.82E+02,1.81E+01,1.12E+02,0.101646094,6.06015E-11,8.51E-27,3.48E+03,4.76E+02,-2.96E+03
30,8.62E+01,8.62E+01,-1.09E+02,4.23E+02,2.90E+01,1.10E+02,8.44E-02,9.83092E-10,1.09E-26,2.61E+03,1.33E+03,-8.80E+02
31,8.61E+01,8.61E+01,-1.07E+02,3.53E+02,2.58E+01,1.13E+02,0.108854014,7.00563E-10,7.96E-27,3.41E+03,6.96E+02,-2.74E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.56E+02,2.50E+01,1.12E+02,0.109295266,7.82224E-10,8.39E-27,3.57E+03,6.96E+02,-2.65E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.11E+02,2.47E+01,1.12E+02,0.107179912,3.33008E-10,8.37E-27,3.29E+03,6.09E+02,-2.80E+03
31,8.62E+01,8.62E+01,-1.10E+02,3.96E+02,2.19E+01,1.10E+02,8.37E-02,7.82422E-10,1.05E-26,3.48E+03,6.90E+02,-2.66E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.35E+02,2.39E+01,1.12E+02,9.21E-02,9.38254E-10,9.06E-27,-1.73E+03,7.03E+02,1.84E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.53E+02,2.19E+01,1.13E+02,0.108510998,1.35963E-09,7.99E-27,-1.62E+03,7.21E+02,1.77E+03
31,8.60E+01,8.60E+01,-1.07E+02,4.05E+02,1.86E+01,1.12E+02,0.107663238,4.56534E-11,8.16E-27,3.38E+03,4.77E+02,-2.86E+03
30,8.62E+01,8.62E+01,-1.10E+02,4.67E+02,3.70E+01,1.10E+02,7.95E-02,7.44813E-10,1.18E-26,2.60E+03,1.21E+03,-8.79E+02
30,8.61E+01,8.61E+01,-1.09E+02,3.57E+02,2.64E+01,1.11E+02,8.74E-02,6.9026E-10,9.82E-27,-1.75E+03,6.87E+02,1.82E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.43E+02,2.43E+01,1.12E+02,9.69E-02,5.54952E-10,8.76E-27,-1.64E+03,6.28E+02,1.91E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.32E+02,2.24E+01,1.12E+02,8.83E-02,1.01975E-09,9.30E-27,-1.71E+03,7.06E+02,1.80E+03
31,8.62E+01,8.62E+01,-1.10E+02,4.33E+02,3.50E+01,1.10E+02,7.70E-02,9.43577E-10,1.19E-26,2.59E+03,1.21E+03,-8.91E+02
30,8.60E+01,8.60E+01,-1.08E+02,3.86E+02,2.71E+01,1.12E+02,0.101401033,2.51521E-10,8.79E-27,-1.54E+03,5.97E+02,1.79E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.91E+02,1.86E+01,1.11E+02,8.74E-02,5.91626E-10,9.89E-27,3.46E+03,5.97E+02,-2.95E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.80E+02,3.03E+01,1.12E+02,0.104453623,4.16602E-10,8.50E-27,3.31E+03,6.89E+02,-2.82E+03
31,8.61E+01,8.61E+01,-1.09E+02,4.66E+02,2.92E+01,1.12E+02,0.111662763,3.99415E-10,8.22E-27,3.48E+03,6.71E+02,-2.61E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.61E+02,2.17E+01,1.11E+02,8.52E-02,1.03759E-09,9.99E-27,-1.66E+03,6.98E+02,1.77E+03
30,8.62E+01,8.62E+01,-1.07E+02,4.41E+02,3.11E+01,1.13E+02,0.105806771,1.01386E-09,8.79E-27,2.67E+03,1.24E+03,-8.81E+02
30,8.61E+01,8.61E+01,-1.10E+02,4.21E+02,2.26E+01,1.10E+02,8.50E-02,3.3463E-10,1.05E-26,3.67E+03,5.97E+02,-2.69E+03
30,8.61E+01,8.61E+01,-1.09E+02,4.45E+02,2.81E+01,1.12E+02,0.105796326,3.45385E-10,8.63E-27,3.50E+03,6.51E+02,-2.66E+03
30,8.60E+01,8.60E+01,-1.08E+02,4.04E+02,2.47E+01,1.12E+02,0.106163005,4.82245E-11,8.37E-27,3.94E+03,5.47E+02,-3.15E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.42E+02,2.19E+01,1.12E+02,0.100372512,5.9281E-10,8.36E-27,3.39E+03,6.34E+02,-3.06E+03
30,8.62E+01,8.62E+01,-1.08E+02,3.81E+02,3.24E+01,1.11E+02,8.68E-02,1.07847E-09,1.03E-26,2.58E+03,1.13E+03,-9.05E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.92E+02,2.18E+01,1.12E+02,0.100952427,3.57144E-10,8.71E-27,3.37E+03,5.82E+02,-2.79E+03
30,8.61E+01,8.61E+01,-1.07E+02,4.01E+02,3.86E+01,1.13E+02,0.108895811,1.20296E-09,8.45E-27,2.64E+03,1.17E+03,-9.20E+02
30,8.61E+01,8.61E+01,-1.08E+02,4.16E+02,2.18E+01,1.10E+02,8.32E-02,6.34661E-10,1.08E-26,2.57E+03,1.25E+03,-8.66E+02
30,8.61E+01,8.61E+01,-1.08E+02,4.08E+02,2.46E+01,1.12E+02,0.103127434,4.46161E-10,8.67E-27,3.28E+03,6.30E+02,-2.73E+03
30,8.61E+01,8.61E+01,-1.07E+02,3.45E+02,1.72E+01,1.12E+02,9.13E-02,9.08548E-10,8.95E-27,3.33E+03,6.44E+02,-2.82E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.77E+02,2.38E+01,1.11E+02,8.63E-02,5.35928E-10,1.01E-26,-1.58E+03,6.21E+02,1.84E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.27E+02,2.96E+01,1.12E+02,8.77E-02,4.33086E-10,9.37E-27,-1.74E+03,6.73E+02,1.81E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.59E+02,3.46E+01,1.11E+02,8.69E-02,1.12199E-09,1.01E-26,2.60E+03,1.21E+03,-9.00E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.98E+02,2.44E+01,1.12E+02,0.101609367,1.06896E-09,8.83E-27,-1.70E+03,7.07E+02,1.85E+03
31,8.61E+01,8.61E+01,-1.06E+02,3.10E+02,1.75E+01,1.13E+02,9.64E-02,4.59029E-10,8.00E-27,3.48E+03,5.61E+02,-2.78E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.38E+02,2.11E+01,1.12E+02,0.110607065,8.62161E-10,8.15E-27,3.57E+03,6.59E+02,-2.80E+03
31,8.61E+01,8.61E+01,-1.07E+02,4.54E+02,3.27E+01,1.13E+02,0.111716057,1.03486E-09,8.30E-27,2.59E+03,1.17E+03,-8.75E+02
31,8.61E+01,8.61E+01,-1.08E+02,3.41E+02,3.92E+01,1.11E+02,8.57E-02,9.16169E-10,9.94E-27,2.68E+03,1.20E+03,-9.03E+02
31,8.61E+01,8.61E+01,-1.07E+02,4.29E+02,4.36E+01,1.13E+02,0.114722397,9.426E-10,8.07E-27,2.68E+03,1.29E+03,-8.96E+02
31,8.61E+01,8.61E+01,-1.07E+02,4.32E+02,3.13E+01,1.13E+02,0.111364762,1.08492E-09,8.29E-27,2.73E+03,1.26E+03,-8.75E+02
30,8.61E+01,8.61E+01,-1.09E+02,3.88E+02,2.63E+01,1.11E+02,8.75E-02,7.03207E-10,1.01E-26,-1.54E+03,6.80E+02,1.79E+03
31,8.61E+01,8.61E+01,-1.09E+02,4.24E+02,2.59E+01,1.10E+02,7.84E-02,9.68628E-10,1.15E-26,2.72E+03,1.05E+03,-8.75E+02
31,8.61E+01,8.61E+01,-1.11E+02,4.21E+02,3.15E+01,1.09E+02,8.14E-02,2.67448E-10,1.10E-26,3.68E+03,6.82E+02,-2.66E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.71E+02,1.88E+01,1.10E+02,8.51E-02,7.99954E-10,9.89E-27,3.33E+03,6.48E+02,-2.93E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.02E+02,2.21E+01,1.11E+02,8.39E-02,6.341E-10,1.05E-26,2.65E+03,1.25E+03,-8.78E+02
30,8.61E+01,8.61E+01,-1.08E+02,4.62E+02,4.10E+01,1.13E+02,0.107247447,2.98412E-10,8.71E-27,2.58E+03,1.25E+03,-8.72E+02
31,8.61E+01,8.61E+01,-1.08E+02,3.95E+02,2.34E+01,1.10E+02,8.20E-02,9.62738E-10,1.07E-26,2.66E+03,1.12E+03,-8.75E+02
31,8.61E+01,8.61E+01,-1.10E+02,3.82E+02,2.68E+01,1.10E+02,8.25E-02,3.05736E-10,1.04E-26,3.32E+03,6.37E+02,-2.81E+03
31,8.61E+01,8.61E+01,-1.07E+02,4.09E+02,1.97E+01,1.12E+02,0.109518749,7.37906E-10,8.08E-27,3.39E+03,6.19E+02,-2.72E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.78E+02,3.28E+01,1.10E+02,8.22E-02,9.07298E-10,1.07E-26,2.66E+03,1.20E+03,-8.92E+02
30,8.61E+01,8.61E+01,-1.06E+02,3.03E+02,3.65E+01,1.13E+02,9.38E-02,1.24622E-09,8.59E-27,2.62E+03,1.21E+03,-9.23E+02
31,8.60E+01,8.60E+01,-1.08E+02,4.29E+02,2.46E+01,1.12E+02,0.109687924,5.70942E-11,8.16E-27,3.35E+03,5.45E+02,-2.76E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.28E+02,2.70E+01,1.12E+02,8.72E-02,1.06251E-09,9.43E-27,2.52E+03,1.24E+03,-9.09E+02
30,8.61E+01,8.61E+01,-1.07E+02,3.33E+02,1.66E+01,1.12E+02,9.48E-02,7.22102E-10,8.45E-27,3.52E+03,6.00E+02,-2.70E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.22E+02,1.62E+01,1.12E+02,9.41E-02,8.22552E-11,8.24E-27,3.89E+03,4.65E+02,-2.98E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.09E+02,2.10E+01,1.13E+02,9.43E-02,7.84811E-10,8.33E-27,-1.70E+03,6.37E+02,1.71E+03
31,8.60E+01,8.60E+01,-1.09E+02,4.32E+02,3.31E+01,1.12E+02,0.110781951,2.26136E-10,8.17E-27,3.38E+03,6.75E+02,-2.53E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.53E+02,2.84E+01,1.12E+02,0.105177508,4.32505E-10,8.68E-27,3.49E+03,6.72E+02,-2.63E+03
31,8.61E+01,8.61E+01,-1.08E+02,4.38E+02,2.34E+01,1.13E+02,0.112232904,5.82833E-10,8.02E-27,3.55E+03,6.40E+02,-2.66E+03
30,8.61E+01,8.61E+01,-1.07E+02,3.74E+02,1.82E+01,1.12E+02,0.100221922,1.1099E-09,8.61E-27,-1.68E+03,6.37E+02,1.87E+03
31,8.61E+01,8.61E+01,-1.07E+02,3.83E+02,2.26E+01,1.13E+02,0.108871821,9.19481E-10,8.05E-27,3.49E+03,6.96E+02,-2.66E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.03E+02,2.12E+01,1.12E+02,0.101596032,9.20228E-10,8.71E-27,3.38E+03,6.79E+02,-2.81E+03
31,8.60E+01,8.60E+01,-1.09E+02,3.68E+02,1.91E+01,1.10E+02,8.60E-02,2.09437E-10,9.70E-27,4.07E+03,5.32E+02,-3.03E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.81E+02,2.57E+01,1.12E+02,0.106248928,5.98811E-10,8.26E-27,3.29E+03,6.72E+02,-2.76E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.73E+02,2.49E+01,1.10E+02,8.15E-02,7.68044E-10,1.05E-26,-1.76E+03,6.90E+02,1.83E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.73E+02,2.75E+01,1.11E+02,8.49E-02,7.38142E-10,1.02E-26,-1.77E+03,7.10E+02,1.80E+03
30,8.60E+01,8.60E+01,-1.08E+02,3.59E+02,2.45E+01,1.11E+02,8.96E-02,1.34468E-10,9.48E-27,-1.60E+03,5.48E+02,1.84E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.95E+02,3.84E+01,1.11E+02,8.32E-02,2.18488E-11,1.07E-26,2.57E+03,1.24E+03,-8.63E+02
30,8.61E+01,8.61E+01,-1.07E+02,3.58E+02,1.82E+01,1.12E+02,9.89E-02,1.28473E-09,8.57E-27,-1.70E+03,6.75E+02,1.88E+03
30,8.60E+01,8.60E+01,-1.08E+02,3.63E+02,2.28E+01,1.12E+02,0.10145721,4.71276E-10,8.42E-27,3.32E+03,6.17E+02,-2.79E+03
30,8.61E+01,8.61E+01,-1.08E+02,3.40E+02,2.79E+01,1.12E+02,9.95E-02,5.36413E-10,8.46E-27,3.50E+03,6.99E+02,-2.65E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.03E+02,2.66E+01,1.12E+02,9.30E-02,2.60201E-10,8.31E-27,3.32E+03,6.27E+02,-2.80E+03
31,8.60E+01,8.60E+01,-1.09E+02,4.39E+02,3.10E+01,1.12E+02,0.110036525,2.99683E-10,8.23E-27,3.50E+03,6.72E+02,-2.65E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.30E+02,1.89E+01,1.11E+02,8.81E-02,5.99649E-10,8.99E-27,3.38E+03,6.10E+02,-2.98E+03
30,8.61E+01,8.61E+01,-1.07E+02,4.47E+02,2.99E+01,1.13E+02,0.107952651,1.35737E-09,8.57E-27,2.61E+03,1.34E+03,-8.83E+02
30,8.61E+01,8.61E+01,-1.08E+02,3.54E+02,2.45E+01,1.11E+02,8.97E-02,4.87028E-10,9.43E-27,-1.82E+03,6.24E+02,1.91E+03
31,8.60E+01,8.60E+01,-1.06E+02,3.38E+02,1.41E+01,1.12E+02,9.88E-02,2.63401E-10,8.03E-27,3.55E+03,4.76E+02,-2.92E+03
31,8.61E+01,8.61E+01,-1.09E+02,3.81E+02,2.09E+01,1.10E+02,8.33E-02,8.33408E-10,1.03E-26,-1.64E+03,6.46E+02,1.86E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.88E+02,3.87E+01,1.11E+02,8.52E-02,8.73297E-10,1.05E-26,2.68E+03,1.29E+03,-8.88E+02
30,8.61E+01,8.61E+01,-1.09E+02,3.83E+02,2.51E+01,1.10E+02,8.76E-02,4.30592E-10,9.88E-27,3.32E+03,6.43E+02,-2.78E+03
30,8.61E+01,8.61E+01,-1.10E+02,4.63E+02,3.75E+01,1.10E+02,8.25E-02,7.22081E-10,1.13E-26,2.55E+03,1.13E+03,-8.91E+02
31,8.61E+01,8.61E+01,-1.08E+02,3.79E+02,2.31E+01,1.12E+02,0.105870783,8.93665E-10,8.24E-27,3.53E+03,7.02E+02,-2.67E+03
30,8.60E+01,8.60E+01,-1.09E+02,4.74E+02,3.10E+01,1.12E+02,0.109464933,3.10013E-10,8.36E-27,3.67E+03,6.75E+02,-2.65E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.92E+02,2.25E+01,1.13E+02,0.11111058,6.27536E-10,7.89E-27,3.27E+03,6.34E+02,-2.76E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.54E+02,1.96E+01,1.11E+02,8.62E-02,5.52902E-10,9.54E-27,3.58E+03,6.11E+02,-2.80E+03
30,8.60E+01,8.60E+01,-1.07E+02,3.44E+02,1.89E+01,1.12E+02,9.57E-02,3.33596E-10,8.55E-27,3.42E+03,5.49E+02,-2.86E+03
30,8.60E+01,8.60E+01,-1.10E+02,4.14E+02,2.36E+01,1.10E+02,8.51E-02,5.10152E-10,1.04E-26,-1.63E+03,6.13E+02,1.93E+03
30,8.61E+01,8.61E+01,-1.09E+02,3.87E+02,2.37E+01,1.10E+02,8.56E-02,7.78515E-10,1.01E-26,3.54E+03,7.13E+02,-2.64E+03
31,8.61E+01,8.61E+01,-1.08E+02,3.50E+02,3.61E+01,1.11E+02,8.42E-02,9.74302E-10,1.01E-26,2.64E+03,1.28E+03,-8.91E+02
30,8.60E+01,8.60E+01,-1.09E+02,3.69E+02,2.36E+01,1.11E+02,8.78E-02,2.42714E-10,9.72E-27,-1.63E+03,5.62E+02,1.86E+03
31,8.60E+01,8.60E+01,-1.08E+02,4.78E+02,2.61E+01,1.12E+02,0.112654248,2.12766E-10,8.05E-27,3.23E+03,5.97E+02,-2.73E+03
31,8.60E+01,8.60E+01,-1.07E+02,3.17E+02,2.12E+01,1.12E+02,9.16E-02,1.92675E-10,8.53E-27,3.43E+03,5.50E+02,-2.75E+03
30,8.61E+01,8.61E+01,-1.08E+02,4.26E+02,2.12E+01,1.12E+02,0.105298866,8.04668E-10,8.43E-27,3.47E+03,6.53E+02,-2.78E+03
31,8.60E+01,8.60E+01,-1.09E+02,3.92E+02,2.27E+01,1.10E+02,8.21E-02,1.46598E-10,1.05E-26,-1.56E+03,5.30E+02,1.85E+03
